N°	Maintenance Type	Printer	Line	PM to be done at JT	MACHINE TIME	JET TIME	PM Ecart JT	Effective PM date	Next PM	Next Jet Time	NEXT DATE	mois prevu	Année prévue	
1816	1200h	N3A13296	Line113	27386	"31,537"	"27,434"	48	3/18/14		"28,634"				
1815	1200h	N3A13245	Line209	24587	"30,230"	"24,712"	125	3/18/14		"25,912"				
1808	2400h	N3A13490	Line73	0	"28,655"	"26,149"		3/17/14		"27,349"				
1814	2400h	N3A13266	Line142	22654	"29,388"	"22,616"	-38	3/17/14		"4,800"				
1805	1200h	N3A13421	Line193	26039	"31,568"	"26,039"	0	3/16/14		"27,240"				
1804	1200h	N3A13566	Line92	0	"25,105"	"22,171"	40	3/16/14		"23,275"				
1811	1200h	N3A13299	Line103	17001	"18,930"	"17,046"	45	3/16/14		"18,246"				
1807	9600h	N3A13261	Line88	0	"15,815"	"13,302"	271	3/16/14		"23,166"				
1806	2400h	N3A13261	Line88	13031	"15,815"	"13,302"	271	3/16/14		"14,502"				
1810	9600h	AS0000090359	Line193	0	"13,581"	"11,180"		3/16/14		"20,865"				
1809	2400h	AS0000090359	Line193	10968	"13,581"	"11,180"	212	3/16/14		"12,380"				
1813	1200h	N3A13823	Line63	9333	"11,730"	"9,371"	38	3/16/14		"10,571"				
1801	1200h	N3A13550	Line203	25813	"28,431"	"25,874"	61	3/15/14		"27,074"				
1800	1200h	N3A13210	Line193	24619	"27,751"	"24,773"	154	3/15/14		"25,973"				
1802	2400h	N3A13417	Line206	23435	"28,901"	"23,671"	236	3/15/14		"24,871"				
1799	2400h	N3A13724	Line193	0	"20,873"	"13,185"	14400	3/14/14		"14,385"				
1797	1200h	N3A13254	Line37	26279	"32,110"	"26,300"	21	3/13/14		"27,500"				
1796	9600h	N3A13487	Line1	0	"23,975"	"21,096"	19	3/12/14		"31,042"				
1795	1200h	N3A13487	Line1	21077	"23,975"	"21,096"	19	3/12/14		"22,296"				
1794	1200h	N3A13247	Line211	22460	"31,666"	"22,540"	80	3/11/14		"23,610"				
1792	1200h	AS0000090363	Line2	15635	"21,269"	"15,741"	106	3/11/14		"16,941"				
1790	2400h	N3A13209	Line193	17696	"26,149"	"17,807"	111	3/10/14		"19,007"				
1791	2400h	N3A13547	Line193	17216	"19,654"	"17,375"	159	3/10/14		"18,575"				
1789	1200h	N3A13561	Line193	16555	"18,300"	"16,570"	15	3/10/14		"17,770"				
1793	2400h	N3A13320	Line193	0	"23,619"	"15,305"		3/10/14		"16,505"				
1785	9600h	N3A13528	Line43	0	"24,397"	"9,739"		3/10/14		19754				
1783	2400h	N3A13528	Line43	0	"24,397"	"9,739"		3/10/14		"10,939"				
1784	4800h	N3A13528	Line43	9600	"24,397"	"9,739"	139	3/10/14		"14,800"				
1788	1200h	N3A13319	Line68	16568	"17,604"	"16,555"	-13	3/9/14		"17,755"				
1782	1200h	N3A13489	Line56	17808	"27,312"	"17,801"	-7	3/7/14		"19,125"				
1781	9600h	N3A13427	Line23	0	"30,502"	"25,698"	105	3/6/14		"35,298"				
1780	2400h	N3A13427	Line23	25593	"30,502"	"25,698"	105	3/6/14		"26,898"				
1777	1200h	N3A13251	Line193	24321	"26,966"	"24,347"	26	3/4/14		"25,547"				
1776	9600h	N3A13249	Line10	0	"26,818"	"22,721"	-70	3/4/14		"32,713"				
1775	4800h	N3A13249	Line10	22791	"26,818"	"22,721"	-70	3/4/14		"27,914"				
1774	2400h	N3A13249	Line10	22791	"26,818"	"22,721"	-70	3/4/14		"23,921"				
1779	4800h	N3A13422	Line12	16233	"22,533"	"16,460"	227	3/4/14		"21,454"				
1778	2400h	N3A13422	Line12	16233	"22,533"	"16,460"	227	3/4/14		"17,660"				
1769	1200h	N3A13721	Line44	20765	"25,987"	"21,021"	256	3/3/14		"22,221"				
1767	1200h	N3A13248	Line38	27007	"31,831"	"27,025"	18	3/2/14		"28,225"				
1768	2400h	N3A13554	Line71	22888	"24,643"	"22,977"	89	3/2/14		"24,905"				
1766	1200h	N3A13267	Line202	24707	"29,144"	"24,759"	52	3/1/14		"25,959"				
1763	1200h	N3A13260	Line19	24193	"28,607"	"24,111"	-82	3/1/14		"25,299"				
1773	2400h	N3A13819	Line215	22813	"24,631"	"22,877"	64	3/1/14		"24,077"				
1765	2400h	N3A13511	Line69	14263	"281,510"	"14,290"	27	3/1/14		"15,490"				
1772	9600h	N3A13526	Line182	0	"20,209"	"10,129"	71	3/1/14	9600h	"19,729"				
1771	4800h	N3A13526	Line182	0	"20,209"	"10,129"	71	3/1/14	4800h	"14,929"				
1770	2400h	N3A13526	Line182	10058	"20,209"	"10,129"	71	3/1/14		"11,329"				
1762	9600h	N3A13420	Line99	0	"27,404"	"24,597"	-56	2/28/14		"34,197"				
1761	2400h	N3A13420	Line99	24653	"27,404"	"24,597"	-56	2/28/14		"25,797"				
1758	1200h	N3A13268	Line193	18690	"29,225"	"18,705"	15	2/27/14		"19,905"				
1759	2400h	N3A13497	Line16	19420	"25,606"	"19,473"	53	2/26/14		"20,673"				
1757	4800h	N3A13552	Line28	17396	"24,130"	"17,458"	62	2/26/14		"22,258"				
1756	2400h	N3A13552	Line28	17442	"24,130"	"17,458"	16	2/26/14		"18,658"				
1746	9600h	N3A13720	Line67	0	"30,712"	"28,769"	135	2/25/14		"38,850"				
1745	2400h	N3A13720	Line67	28634	"30,712"	"28,769"	135	2/25/14		"30,779"				
1747	2400h	N3A13262	Line65	22356	"28,350"	"22,400"	44	2/25/14		"23,600"				
1749	9600h	N3A13262	Line65	22517	"28,350"	"22,400"	-117	2/25/14		"32,178"				
1748	4800h	N3A13262	Line65	22517	"28,350"	"22,400"	-117	2/25/14		"27,330"				
1755	4800h	N3A13332	Line86	16469	"30,389"	"16,709"	240	2/24/14		"21,642"				
1754	2400h	N3A13332	Line86	16469	"30,389"	"16,709"	240	2/24/14		"17,909"				
1760	2400h	N3A13208	Line6	0	"9,942"	"6,315"		2/24/14		"7,515"				
1744	1200h	N3A13553	Line31	15572	"19,706"	"15,640"	68	2/23/14		"16,840"				
1743	1200h	N3A13429	Line70	25665	"31,612"	"25,619"	-46	2/22/14		"26,881"				
1742	1200h	N3A13293	Line4	22045	"26,393"	"21,964"	-81	2/22/14		"23,236"				
1741	9600h	N3A13491	Line112	0	"30,295"	"28,153"	61	2/19/14		"38,362"				
1740	2400h	N3A13491	Line112	28092	"30,295"	"28,153"	61	2/19/14		"30,260"				
1753	1200h	N3A13273	Line64	23959	"30,068"	"25,006"		2/19/14		"26,359"				
1739	1200h	N3A13418	Line89	14077	"24,757"	"14,298"	221	2/19/14		"15,498"				
1738	2400h	N3A13218	Line213	12255	"15,058"	"13,006"		2/19/14		"14,655"				
1752	9600h	AS0000090361	Line75	0	"20,401"	"18,475"		2/18/14	9600h	"28,075"				
1751	2400h	AS0000090361	Line75	18550	"20,401"	"18,475"	-75	2/18/14		"19,675"				
1736	2400h	N3A13291	Line60	22797	"27,333"	"22,734"	-63	2/17/14		"23,934"				
1735	1200h	N3A13718	Line105	21579	"22,719"	"21,790"	211	2/17/14		"22,990"				
1737	2400h	N3A13496	Line81	3707	"4,133"	"4,072"	365	2/17/14		"5,272"				
1733	2400h	N3A13263	Line107	23307	"25,435"	"23,240"	-67	2/15/14		"24,440"				
1732	1200h	N3A13313	Line76	28850	"31,327"	"28,890"	40	2/14/14		"30,090"				
1728	4800h	N3A13722	Line11	20236	"21,953"	"20,419"	183	2/14/14		"25,285"				
1729	9600h	N3A13722	Line11	0	"21,953"	"20,419"	29	2/14/14		"30,185"				
1727	2400h	N3A13722	Line11	20390	"21,953"	"20,419"	29	2/14/14		"21,619"				
1734	2400h	N3A13238	Line17	17247	"21,484"	"17,137"	-110	2/14/14		"18,337"				
1731	2400h	N3A13426	Line52	12194	"14,128"	"12,203"	9	2/14/14		"13,403"				
1730	1200h	N3A13527	Line193	10867	"20,006"	"10,888"	21	2/13/14		"12,088"				
1726	9600h	N3A13428	Line212	17762	"30,593"	"17,931"	169	2/11/14		"27,180"				
1725	4800h	N3A13428	Line212	17762	"30,593"	"17,931"	169	2/11/14		"22,368"				
1724	2400h	N3A13428	Line212	17762	"30,593"	"17,931"	169	2/11/14		"19,131"				
1723	1200h	N3A13549	Line78	20905	"25,605"	"20,928"	23	2/10/14		"22,070"				
1722	1200h	N3A13259	Line103	23254	"28,814"	"23,485"	231	2/9/14		"24,685"				
1721	1200h	N3A13560	Line132	13855	"16,680"	"13,868"	13	2/9/14		"15,068"				
1716	1200h	N3A13207	Line80	24349	"26,269"	"24,419"	70	2/7/14		"25,619"				
1720	9600h	N3A13551	Line193	0	"16,605"	"14,877"	-54	2/7/14		"24,213"				
1719	4800h	N3A13551	Line193	14931	"16,605"	"14,877"	-54	2/7/14		"19,677"				
1718	2400h	N3A13551	Line193	14931	"16,605"	"14,877"	-54	2/7/14		"16,077"				
1717	2400h	N3A13314	Line20	22921	"27,013"	"22,868"	-53	2/6/14		"24,068"				
1710	2400h	N3A13565	Line98	21942	"27,388"	"21,866"	-76	2/6/14		"23,066"				
1713	9600h	N3A13719	Line94	19854	"22,408"	"19,900"	46	2/6/14		"29,559"				
1712	4800h	N3A13719	Line94	19854	"22,408"	"19,900"	46	2/6/14		"24,700"				
1711	2400h	N3A13719	Line94	19872	"22,408"	"19,900"	28	2/6/14		"21,100"				
1715	4800h	N3A13493	Line193	0	"18,202"	"10,681"		2/6/14		"15,481"				
1714	2400h	N3A13493	Line193	17318	"18,202"	"10,681"		2/6/14		"11,881"				
1709	1200h	N3A13424	Line204	23778	"29,999"	"23,799"	21	2/5/14		"24,999"				
1706	1200h	N3A13558	Line119	20392	"23,920"	"20,416"	24	2/3/14		"21,616"				
1708	4800h	N3A13315	Line193	15195	"16,745"	"15,240"	45	2/3/14		"20,510"				
1707	2400h	N3A13315	Line193	15195	"16,745"	"15,240"	45	2/3/14		"16,440"				
1705	1200h	AS0000090362	Line30	15383	"16,790"	"15,439"	56	1/31/14		"16,639"				
1704	1200h	N3A13495	Line204	10859	"11,491"	"10,883"	24	1/31/14		"12,083"				
1835	2400h	N3A13294	Line18	26164	"28,794"	"26,362"	198	1/29/14		"27,562"				
1699	1200h	N3A13321	Line77	22962	"27,414"	"23,115"	153	1/27/14		"24,315"				
1702	4800h	N3A13488	Line58	24617	"29,071"	"25,034"	417	1/26/14		"30,036"				
1703	9600h	N3A13488	Line58	0	"29,071"	"25,034"	248	1/26/14		"34,930"				
1701	2400h	N3A13488	Line58	24786	"29,071"	"25,034"	248	1/26/14		"26,234"				
1698	2400h	N3A13318	Line33	27985	"30,893"	"28,015"	30	1/25/14		"29,215"				
1693	9600h	N3A13296	Line113	0	"30,387"	"26,186"	63	1/25/14		"36,378"				
1691	2400h	N3A13296	Line113	26123	"30,387"	"26,186"	63	1/25/14		"27,386"				
1692	4800h	N3A13296	Line113	28512	"30,387"	"26,186"		1/25/14		"31,314"				
1695	1200h	N3A13298	Line15	25187	"29,347"	"25,156"	-31	1/25/14		"26,359"				
1696	1200h	N3A13555	Line49	15020	"16,096"	"15,022"	2	1/25/14		"16,222"				
1694	2400h	N3A13421	Line193	24840	"30,348"	"24,839"	-1	1/24/14		"26,039"				
1690	9600h	N3A13299	Line103	0	"17,672"	"15,801"	-93	1/23/14		"26,190"				
1689	2400h	N3A13299	Line103	15949	"17,672"	"15,801"	-93	1/23/14		"17,001"				
1688	4800h	N3A13299	Line103	15894	"17,672"	"15,801"	-93	1/23/14		"20,902"				
1700	1200h	N3A13716	Line193	14213	"24,099"	"14,210"	-3	1/23/14		"15,413"				
1812	2400h	N3A13823	Line63	7807	"10,462"	"8,133"	326	1/23/14		"9,333"				
1686	2400h	N3A13245	Line209	23208	"28,905"	"23,387"	179	1/22/14		"24,587"				
1687	2400h	N3A13550	Line203	24595	"27,160"	"24,613"	18	1/21/14		"25,813"				
1685	9600h	N3A13300	Line97	0	"21,299"	"18,943"		1/21/14		"28,810"				
1684	4800h	N3A13300	Line97	18913	"21,299"	"18,943"	30	1/21/14		"23,991"				
1683	2400h	N3A13300	Line97	18949	"21,299"	"18,943"	-6	1/21/14		"20,143"				
1678	1200h	N3A13310	Line9	28104	"29,821"	"28,063"	-41	1/20/14		"29,304"				
1679	2400h	N3A13289	Line193	25449	"28,706"	"25,804"	355	1/20/14		"27,004"				
1681	4800h	N3A13254	Line37	24800	"30,880"	"25,079"	279	1/20/14		"30,040"				
1680	2400h	N3A13254	Line37	24969	"30,880"	"25,079"	110	1/20/14		"26,279"				
1682	9600h	N3A13254	Line37	0	"30,880"	"25,079"	100	1/20/14		"34,885"				
1677	2400h	N3A13487	Line1	18677	"22,706"	"19,854"		1/18/14		"21,077"				
1787	4800h	N3A13319	Line68	15352	"16,394"	"15,368"	16	1/18/14		"20,269"				
1786	2400h	N3A13319	Line68	15352	"16,394"	"15,368"	16	1/18/14		"16,568"				
1675	2400h	N3A13489	Line56	16725	"26,131"	"16,608"	-117	1/17/14		"17,808"				
1676	4800h	N3A13489	Line56	16744	"26,131"	"16,608"	-136	1/17/14		"21,749"				
1672	4800h	N3A13271	Line193	0	"7,193"	"4,800"		1/17/14	4800h	"9,600"				
1674	4800h	N3A13210	Line193	23353	"26,392"	"23,419"	66	1/16/14		"28,900"				
1673	2400h	N3A13210	Line193	23353	"26,392"	"23,419"	66	1/16/14		"24,619"				
1670	1200h	N3A13725	Line61	15973	"23,690"	"15,907"	-66	1/16/14		"17,173"				
1671	2400h	N3A13271	Line193	0	"7,193"	"4,800"		1/16/14		"6,000"				
1669	4800h	N3A13561	Line193	15355	"17,010"	"15,355"	0	1/13/14		"20,242"				
1668	2400h	N3A13561	Line193	15355	"17,010"	"15,355"	0	1/13/14		"16,555"				
1666	1200h	N3A13261	Line88	11592	"14,340"	"11,831"	239	1/13/14		"13,031"				
1664	2400h	N3A13260	Line19	22899	"27,465"	"22,993"	94	1/12/14		"24,193"				
1750	4800h	AS0000090361	Line75	17200	"19,513"	"17,589"	389	1/12/14		"22,389"				
1665	4800h	N3A13248	Line38	25604	"30,418"	"25,815"	211	1/10/14		"30,851"				
1662	9600h	N3A13248	Line38	25604	"30,410"	"25,807"	203	1/10/14		"35,752"				
1661	2400h	N3A13248	Line38	25604	"30,410"	"25,807"	203	1/10/14		"27,007"				
1663	1200h	N3A13427	Line23	24100	"29,159"	"24,393"	293	1/10/14		"25,593"				
1667	1200h	N3A13420	Line99	23327	"26,445"	"23,453"	126	1/10/14		"24,653"				
1659	1200h	N3A13209	Line193	16400	"24,729"	"16,496"	96	1/10/14		"17,696"				
1660	4800h	N3A13819	Line215	21646	"23,412"	"21,682"	36	1/9/14		"26,725"				
1658	2400h	N3A13559	Line8	20181	"23,398"	"20,189"	8	1/9/14		"21,389"				
1657	4800h	N3A13559	Line8	20181	"23,398"	"20,189"	8	1/9/14		"25,532"				
1656	1200h	N3A13511	Line69	12764	"26,921"	"13,063"	299	1/9/14		"14,263"				
1654	2400h	N3A13267	Line52	23420	"27,890"	"23,507"	87	1/8/14		"24,707"				
1655	1200h	N3A13547	Line193	15925	"11,890"	"16,016"	91	1/8/14		"17,216"				
1653	2400h	AS0000090363	Line2	14148	"19,849"	"14,435"	287	1/8/14		"15,635"				
1648	2400h	N3A13429	Line201	24481	"30,454"	"24,465"	-16	1/5/14		"25,665"				
1649	1200h	N3A13554	Line71	21305	"23,326"	"21,688"	383	1/5/14		"22,888"				
1652	2400h	N3A13293	Line4	20836	"25,253"	"20,845"	9	1/5/14		"22,045"				
1647	1200h	N3A13552	Line28	16196	"22,854"	"16,242"	46	1/4/14		"17,442"				
1651	1200h	N3A13819	Line215	21646	"23,294"	"21,613"	-33	1/3/14		"22,813"				
1646	2400h	AS0000090361	Line209	17200	"19,273"	"17,350"	150	1/2/14		"18,550"				
1645	1200h	N3A13422	Line12	14961	"21,070"	"15,033"	72	1/2/14		"16,233"				
1650	1200h	N3A13526	Line182	0	"18,925"	"8,858"		1/2/14		"10,058"				
1640	4800h	N3A13207	Line80	23574	"25,393"	"23,557"	-17	12/31/13		"28,379"				
1632	1200h	N3A13417	Line206	22603	"27,439"	"22,235"	-368	12/31/13		"23,435"				
1636	4800h	N3A13259	Line50	21897	"27,860"	"22,054"	157	12/31/13		"26,854"				
1635	2400h	N3A13259	Line50	21897	"27,860"	"22,054"	157	12/31/13		"23,254"				
1639	1200h	N3A13249	Line10	21591	"25,188"	"21,425"	-166	12/31/13		"22,791"				
1644	1200h	N3A13497	Line16	17818	"24,242"	"18,220"	402	12/31/13		"19,420"				
1638	2400h	N3A13825	Line21	15483	"18,067"	"15,198"	-285	12/31/13		"16,398"				
1637	4800h	N3A13825	Line21	15483	"18,067"	"15,198"	-285	12/31/13		"19,998"				
1642	4800h	N3A13553	Line31	14752	"18,435"	"14,372"	-380	12/31/13		"19,268"				
1641	1200h	N3A13553	Line31	14752	"18,435"	"14,372"	-380	12/31/13		"15,572"				
1633	1200h	N3A13263	Line107	21907	"24,301"	"22,107"	200	12/30/13		"23,307"				
1631	4800h	N3A13498	Line193	21719	"23,161"	"19,203"		12/30/13	4800h	"24,119"				
1634	1200h	N3A13238	Line17	15838	"20,375"	"16,047"	209	12/30/13		"17,247"				
1630	1200h	N3A13720	Line67	27179	"29,347"	"27,434"	255	12/29/13		"28,634"				
1629	1200h	N3A13491	Line112	26660	"29,004"	"26,892"	232	12/28/13		"28,092"				
1627	4800h	N3A13564	Line193	9600	"11,434"	"9,713"	113	12/28/13		"14,800"				
1628	1200h	N3A13291	Line60	21653	"26,091"	"21,597"	-56	12/27/13		"22,797"				
1626	9600h	N3A13564	Line69	0	"11,400"	"9,707"		12/26/13		"19,675"				
1625	2400h	N3A13564	Line69	9600	"11,400"	"9,707"	107	12/26/13		"10,907"				
1620	1200h	N3A13262	Line65	21399	"27,100"	"21,156"	-243	12/25/13		"22,356"				
1624	2400h	N3A13498	Line193	19319	"23,303"	"19,367"	48	12/25/13		"20,567"				
1619	9600h	N3A13718	Line105	20363	"24,410"	"20,496"	133	12/24/13		"9,360"				
1621	1200h	N3A13722	Line11	19036	"20,721"	"19,190"	154	12/24/13		"20,390"				
1623	2400h	N3A13268	Line193	17300	"27,985"	"17,490"	0	12/24/13		"18,690"				
1622	9600h	N3A13268	Line193	0	"27,985"	"17,490"	0	12/24/13		"27,326"				
1617	2400h	N3A13247	Line211	21210	"29,793"	"21,260"	50	12/23/13		"22,460"				
1612	1200h	N3A13426	Line33	10714	"12,948"	"10,994"	280	12/23/13		"12,194"				
1613	2400h	N3A13313	Line76	28023	"30,060"	"27,650"	-373	12/22/13		"28,850"				
1618	1200h	N3A13556	Line13	20666	"27,182"	"20,777"	111	12/22/13		"21,977"				
1616	1200h	N3A13565	Line98	20702	"26,244"	"20,742"	40	12/20/13		"21,942"				
1615	1200h	N3A13551	Line193	13723	"15,436"	"13,731"	8	12/20/13		"14,931"				
1614	1200h	AS0000090359	Line193	9723	"11,503"	"9,768"	45	12/20/13		"10,968"				
1609	2400h	N3A13718	Line105	20363	"21,291"	"20,379"	16	12/19/13		"21,579"				
1611	4800h	N3A13560	Line132	12635	"15,450"	"12,655"	20	12/19/13		"17,455"				
1610	2400h	N3A13560	Line132	12635	"15,450"	"12,655"	20	12/19/13		"13,855"				
1608	1200h	N3A13314	Line20	22064	"25,781"	"21,721"	-343	12/17/13		"22,921"				
1600	1200h	N3A13719	Line94	18654	"21,152"	"18,672"	18	12/15/13		"19,872"				
1599	2400h	N3A13525	Line51	24299	"29,691"	"24,928"		12/14/13		"26,128"				
1604	9600h	N3A13558	Line119	19190	"22,689"	"19,192"	2	12/14/13		"28,863"				
1603	4800h	N3A13558	Line119	19190	"22,689"	"19,192"	2	12/14/13		"23,992"				
1602	2400h	N3A13558	Line119	19190	"22,689"	"19,192"	2	12/14/13		"20,392"				
1607	9600h	N3A13527	Line193	0	"18,522"	"9,667"		12/13/13		"19,332"				
1605	2400h	N3A13527	Line193	0	"18,522"	"9,667"		12/13/13		"10,867"				
1606	4800h	N3A13527	Line193	11151	"18,522"	"9,667"		12/13/13		"14,467"				
1643	1200h	N3A13496	Line81	0	"2,537"	"2,507"		12/12/13		"3,707"				
1595	1200h	N3A13299	Line103	14683	"16,600"	"14,749"	66	12/11/13		"15,949"				
1601	2400h	N3A13418	Line89	12610	"23,128"	"12,877"	267	12/11/13		"14,077"				
1591	2400h	N3A13207	Line80	23164	"24,983"	"23,149"	-15	12/10/13		"24,349"				
1592	2400h	N3A13724	Line193	10915	"18,620"	"11,092"	177	12/10/13		"12,292"				
1590	2400h	AS0000090362	Line30	13749	"15,515"	"14,183"	434	12/9/13		"15,383"				
1589	1200h	N3A13315	Line193	13600	"15,383"	"13,995"	395	12/8/13		"15,195"				
1586	1200h	N3A13428	Line212	16273	"29,008"	"16,562"	289	12/7/13		"17,762"				
1587	1200h	N3A13332	Line86	15029	"28,494"	"15,269"	240	12/7/13		"16,469"				
1582	2400h	N3A13298	Line15	23959	"28,160"	"23,987"	28	12/6/13		"25,187"				
1579	1200h	N3A13421	Line193	23334	"29,143"	"23,640"	306	12/5/13		"24,840"				
1585	2400h	N3A13721	Line44	19479	"24,213"	"19,565"	86	12/5/13		"20,765"				
1584	4800h	N3A13721	Line44	19479	"24,213"	"19,565"	86	12/5/13		"24,759"				
1583	9600h	N3A13721	Line44	19479	"24,213"	"19,565"	86	12/5/13		"29,870"				
1588	4800h	N3A13497	Line16	0	"23,622"	"17,600"		12/5/13		"24,177"				
1581	2400h	N3A13555	Line49	13438	"14,878"	"13,820"	382	12/5/13		"15,020"				
1580	1200h	N3A13296	Line113	24912	"29,013"	"24,923"	11	12/3/13		"26,123"				
1576	1200h	N3A13300	Line97	17713	"20,094"	"17,749"	36	12/3/13		"18,949"				
1594	4800h	N3A13490	Line73	0	"26,047"	"23,631"		12/2/13		"28,927"				
1564	1200h	N3A13318	Line202	26384	"29,581"	"26,785"	401	12/1/13		"27,985"				
1571	1200h	N3A13294	Line18	24622	"27,380"	"24,964"	342	12/1/13		"26,164"				
1568	1200h	N3A13550	Line203	23384	"25,939"	"23,395"	11	12/1/13		"24,595"				
1565	1200h	N3A13566	Line92	19437	"22,604"	"19,675"	238	12/1/13		"20,875"				
1566	1200h	N3A13489	Line56	15275	"25,031"	"15,525"	250	12/1/13		"16,725"				
1567	2400h	N3A13716	Line193	12815	"22,843"	"13,013"	198	12/1/13		"14,213"				
1575	9600h	N3A13424	Line205	0	"28,704"	"22,578"		11/29/13		"32,360"				
1574	2400h	N3A13424	Line205	22382	"28,704"	"22,578"	196	11/29/13		"23,778"				
1593	4800h	N3A13724	Line193	0	"18,361"	"10,835"		11/29/13		"15,892"				
1573	9600h	N3A13495	Line204	0	"10,245"	"9,659"		11/29/13		"19,636"				
1572	2400h	N3A13495	Line204	9600	"10,245"	"9,659"	59	11/29/13		"10,859"				
1563	2400h	N3A13321	Line77	21696	"25,971"	"21,762"	66	11/28/13		"22,962"				
1561	1200h	N3A13319	Line68	14098	"15,175"	"14,152"	54	11/28/13		"15,352"				
1562	1200h	N3A13254	Line37	23600	"29,563"	"23,769"	169	11/27/13		"24,969"				
1558	2400h	N3A13310	Line9	26872	"28,563"	"26,904"	32	11/26/13		"28,104"				
1559	1200h	N3A13488	Line58	23417	"27,622"	"23,586"	169	11/26/13		"24,786"				
1557	2400h	N3A13549	Line78	19670	"24,078"	"19,705"	35	11/25/13		"20,905"				
1556	1200h	N3A13561	Line193	14155	"15,806"	"14,155"	0	11/24/13		"15,355"				
1560	2400h	N3A13725	Line61	13739	"22,371"	"14,773"		11/22/13		"15,973"				
1554	9600h	N3A13320	Line193	0	"21,009"	 		11/21/13		"22,600"				
1598	2400h	N3A13320	Line193	0	"21,009"	"12,825"		11/21/13		"14,025"				
1555	1200h	N3A13823	Line63	6483	"8,931"	"6,607"	124	11/20/13		"7,807"				
1552	2400h	N3A13417	Line206	21344	"26,605"	"21,403"	59	11/19/13		"22,603"				
1550	2400h	N3A13249	Line10	20396	"24,354"	"20,391"	-5	11/19/13		"21,591"				
1545	4800h	N3A13524	Line193	0	"15,715"	"13,501"		11/17/13		"18,301"				
1549	2400h	N3A13524	Line193	13204	"15,715"	"13,501"	297	11/17/13		"14,701"				
1544	1200h	N3A13313	Line76	26687	"29,228"	"26,823"	136	11/16/13		"28,023"				
1542	4800h	N3A13289	Line193	0	"27,151"	"24,280"		11/16/13		"30,405"				
1551	1200h	N3A13429	Line70	21591	"29,251"	"23,281"		11/16/13		"24,481"				
1543	1200h	N3A13260	Line19	25978	"26,102"	"21,699"		11/16/13		"22,899"				
1541	1200h	N3A13293	Line4	19522	"24,041"	"19,636"	114	11/16/13		"20,836"				
1540	1200h	N3A13265	Line193	0	"21,745"	"17,925"		11/16/13		"19,125"				
1529	1200h	N3A13289	Line193	24004	"27,119"	"24,249"	245	11/15/13		"25,449"				
1530	2400h	N3A13490	Line73	23664	"25,738"	"23,323"	-341	11/15/13		"24,523"				
1534	2400h	N3A13273	Line64	21481	"27,814"	"22,759"		11/15/13		"23,959"				
1546	4800h	N3A13424	Line205	0	"28,454"	"22,329"		11/15/13		"27,579"				
1535	1200h	N3A13267	Line52	22043	"26,599"	"22,220"	177	11/15/13		"23,420"				
1539	1200h	N3A13210	Line193	22127	"25,059"	"22,153"	26	11/15/13		"23,353"				
1538	2400h	N3A13420	Line99	22110	"24,916"	"22,127"	17	11/15/13		"23,327"				
1537	2400h	N3A13819	Line215	20179	"22,107"	"20,446"	267	11/15/13		"21,646"				
1536	1200h	N3A13559	Line8	18813	"22,083"	"18,981"	168	11/15/13		"20,181"				
1533	4800h	N3A13547	Line193	0	"16,892"	"14,725"		11/15/13		"20,018"				
1532	2400h	N3A13547	Line193	14570	"16,892"	"14,725"	155	11/15/13		"15,925"				
1547	4800h	N3A13495	Line204	0	"9,998"	"9,412"		11/15/13		"14,800"				
1527	1200h	N3A13251	Line193	23231	"25,459"	"23,121"	-110	11/14/13		"24,321"				
1524	4800h	N3A13427	Line23	0	"27,792"	"23,034"		11/14/13		"28,135"				
1528	2400h	N3A13262	Line65	20117	"26,142"	"20,199"	82	11/14/13		"21,399"				
1526	4800h	N3A13261	Line88	0	"12,899"	"10,392"		11/14/13		"15,918"				
1525	2400h	N3A13261	Line88	8823	"12,899"	"10,392"		11/14/13		"11,592"				
1531	2400h	N3A13272	Line193	16316	"4,516"	"4,238"		11/14/13		"5,438"				
1548	4800h	N3A13417	Line206	0	"26,509"	"21,308"		11/13/13		"26,108"				
1523	4800h	N3A13314	Line20	0	"24,924"	"20,864"		11/11/13		"25,420"				
1522	2400h	N3A13314	Line20	20443	"24,924"	"20,864"	421	11/11/13		"22,064"				
1521	4800h	N3A13291	Line60	0	"24,939"	"20,453"		11/9/13		"25,253"				
1520	2400h	N3A13291	Line60	20141	"24,939"	"20,453"	312	11/9/13		"21,653"				
1517	2400h	N3A13552	Line28	14938	"21,488"	"14,996"	58	11/7/13		"16,196"				
1518	2400h	N3A13422	Line12	13528	"19,769"	"13,761"	233	11/7/13		"14,961"				
1516	2400h	N3A13553	Line31	12965	"17,091"	"13,028"	63	11/6/13		"14,752"				
1511	1200h	N3A13248	Line38	23940	"29,003"	"24,404"	464	11/3/13		"25,604"				
1510	2400h	N3A13427	Line23	22836	"27,488"	"22,900"	64	11/3/13		"24,100"				
1514	1200h	N3A13259	Line50	20697	"26,661"	"20,697"	0	11/3/13		"21,897"				
1553	1200h	AS0000090361	Line209	15902	"17,828"	"16,000"	98	11/3/13		"17,200"				
1512	4800h	N3A13310	Line9	0	"27,986"	"26,328"		11/2/13		"31,851"				
1509	1200h	N3A13722	Line11	17807	"19,365"	"17,836"	29	11/2/13		"19,036"				
1515	4800h	N3A13525	Line51	0	"28,679"	"24,074"		11/1/13		"29,099"				
